role,department,resource,resource_sensitivity,hour,is_unusual_time,known_device,location_match,role_resource_match,failed_attempts,request_frequency,credential_valid,previous_behavior_score,risk_score,risk_label
DevOps Engineer,Finance,Production Database,4,22.65,1,0,1,0,4,3.04,1,0.498,100.0,HIGH
Contractor,Finance,Production Database,4,11.84,0,1,1,0,1,2.81,1,0.782,38.5,MEDIUM
Finance Analyst,IT,Admin Panel,4,8.79,0,1,0,1,1,3.74,1,0.787,40.6,MEDIUM
HR Specialist,IT,Production Database,4,5.26,1,0,0,1,5,9.24,1,0.38,100.0,HIGH
DevOps Engineer,Product,GitHub Project Alpha,1,11.47,0,1,1,1,0,1.9,1,0.919,2.5,LOW
HR Specialist,HR,Finance System,3,2.0,1,1,0,0,5,3.26,1,0.021,100.0,HIGH
HR Specialist,Engineering,GitHub Project Alpha,1,23.44,1,0,0,1,1,8.97,0,0.469,100.0,HIGH
Finance Analyst,Engineering,Production Database,4,7.89,0,1,1,1,1,0.94,1,0.908,17.2,LOW
System Administrator,Product,Project Management System,1,17.89,0,0,1,1,1,2.66,1,0.657,31.5,MEDIUM
System Administrator,Engineering,Development Server,2,11.45,0,1,1,1,0,0.39,1,0.746,6.3,LOW
HR Specialist,Product,GitHub Project Alpha,1,21.07,1,0,0,1,1,5.1,1,0.329,71.4,HIGH
System Administrator,Engineering,GitHub Project Alpha,1,10.99,0,0,1,1,0,0.53,1,0.719,26.5,LOW
Finance Analyst,Engineering,Project Management System,1,10.67,0,1,1,1,0,1.26,1,0.98,0.0,LOW
System Administrator,HR,Finance System,3,15.54,0,1,0,0,0,0.74,1,0.662,49.5,MEDIUM
Product Manager,IT,Finance System,3,18.1,0,1,1,0,0,3.77,1,0.629,29.0,LOW
System Administrator,Product,HR Database,3,18.33,0,1,1,0,0,2.6,1,0.747,32.8,MEDIUM
Software Developer,HR,HR Database,3,17.72,0,1,1,1,0,1.98,0,0.814,26.6,LOW
HR Specialist,Engineering,GitHub Project Alpha,1,21.4,1,0,0,1,0,10.3,1,0.426,86.6,HIGH
Finance Analyst,Engineering,Production Database,4,16.21,0,1,1,1,0,4.9,1,0.824,9.7,LOW
Product Manager,HR,Development Server,2,7.22,0,1,1,0,0,1.54,1,0.667,26.1,LOW
HR Specialist,Engineering,Finance System,3,0.85,1,0,1,0,1,13.3,1,0.535,97.8,HIGH
System Administrator,Engineering,Admin Panel,4,18.02,0,1,1,0,0,1.57,1,0.884,30.7,MEDIUM
DevOps Engineer,IT,GitHub Project Alpha,1,18.11,0,1,1,0,0,0.06,1,0.818,28.0,LOW
System Administrator,Finance,Finance System,3,8.9,0,1,1,1,0,3.3,1,0.793,10.3,LOW
HR Specialist,IT,Finance System,3,17.46,0,1,1,0,1,3.34,1,0.979,38.0,MEDIUM
DevOps Engineer,Product,GitHub Project Alpha,1,17.97,0,1,1,1,0,4.13,1,0.955,1.4,LOW
Contractor,Finance,Development Server,2,18.77,0,1,1,0,1,2.11,1,0.769,31.6,MEDIUM
DevOps Engineer,Finance,Project Management System,1,22.39,1,1,1,1,1,4.28,1,0.407,33.9,MEDIUM
Finance Analyst,Finance,HR Database,3,14.6,0,1,1,0,1,2.87,1,0.722,41.2,MEDIUM
QA Engineer,IT,HR Database,3,16.95,0,1,1,0,1,1.57,1,0.695,39.1,MEDIUM
DevOps Engineer,Finance,Project Management System,1,19.14,0,1,0,1,0,1.99,1,0.906,27.4,LOW
System Administrator,Finance,Development Server,2,8.94,0,1,1,0,0,3.56,1,0.902,24.2,LOW
HR Specialist,IT,GitHub Project Alpha,1,12.07,0,1,1,0,1,1.62,1,0.979,27.7,LOW
Finance Analyst,Product,Production Database,4,18.47,0,1,1,0,1,4.96,1,0.635,43.4,MEDIUM
System Administrator,Engineering,HR Database,3,21.31,1,0,1,0,1,3.63,1,0.02,83.9,HIGH
QA Engineer,Finance,Admin Panel,4,22.79,1,0,0,0,1,13.34,1,0.519,100.0,HIGH
Software Developer,Product,Finance System,3,0.56,1,0,0,0,2,10.05,1,0.582,99.5,HIGH
Contractor,IT,Production Database,4,1.49,1,1,0,1,5,11.19,1,0.162,98.8,HIGH
System Administrator,Engineering,Development Server,2,23.22,1,0,0,1,2,8.9,1,0.319,97.6,HIGH
Finance Analyst,IT,Development Server,2,11.19,0,1,1,0,0,1.88,1,0.782,23.5,LOW
Software Developer,Product,GitHub Project Alpha,1,22.39,1,1,1,1,5,3.34,1,0.154,62.4,MEDIUM
System Administrator,IT,Admin Panel,4,1.48,1,0,0,1,0,9.07,1,0.036,94.4,HIGH
Finance Analyst,HR,Development Server,2,17.85,0,1,1,0,0,4.05,1,0.893,28.9,LOW
Finance Analyst,Product,Development Server,2,9.5,0,1,1,0,0,3.87,1,0.711,24.6,LOW
HR Specialist,Finance,HR Database,3,18.99,0,1,1,0,1,1.06,1,0.921,39.9,MEDIUM
Software Developer,Finance,Production Database,4,0.34,1,0,0,0,2,7.73,1,0.39,100.0,HIGH
HR Specialist,Product,Project Management System,1,5.89,1,0,0,1,5,7.5,1,0.3,100.0,HIGH
Finance Analyst,Engineering,Admin Panel,4,8.86,0,1,1,0,0,2.03,1,0.8,31.9,MEDIUM
Finance Analyst,Engineering,HR Database,3,23.46,1,0,0,0,5,11.11,0,0.439,97.8,HIGH
QA Engineer,Finance,HR Database,3,22.25,1,0,0,0,0,11.06,1,0.261,99.0,HIGH
Product Manager,Engineering,Production Database,4,15.46,0,1,1,1,0,0.83,1,0.691,15.0,LOW
Finance Analyst,Finance,Admin Panel,4,5.72,1,0,0,0,3,10.92,1,0.046,97.3,HIGH
Finance Analyst,Product,Admin Panel,4,12.03,0,1,1,0,0,4.58,1,0.888,34.8,MEDIUM
Finance Analyst,HR,Project Management System,1,18.59,0,1,1,1,1,2.72,1,0.663,12.1,LOW
Software Developer,IT,Finance System,3,14.89,0,1,1,0,0,3.67,1,0.892,26.5,LOW
Contractor,Engineering,Development Server,2,17.93,0,1,1,1,0,3.68,1,0.838,7.2,LOW
Finance Analyst,Engineering,Admin Panel,4,22.07,1,0,0,0,5,3.34,1,0.463,97.9,HIGH
DevOps Engineer,Finance,Project Management System,1,8.57,0,1,1,1,1,2.41,1,0.859,10.7,LOW
HR Specialist,HR,Project Management System,1,12.92,0,1,1,1,0,1.61,1,0.922,7.2,LOW
Contractor,HR,HR Database,3,15.19,0,1,1,1,0,0.03,1,0.939,4.7,LOW
Software Developer,IT,GitHub Project Alpha,1,14.34,0,1,1,0,0,4.88,1,0.891,23.2,LOW
QA Engineer,HR,Finance System,3,11.72,0,1,1,0,0,1.62,1,0.708,33.2,MEDIUM
Finance Analyst,Finance,HR Database,3,7.58,0,1,1,0,1,0.61,1,0.69,37.1,MEDIUM
Contractor,Finance,Project Management System,1,14.86,0,1,1,1,0,1.16,1,0.761,3.4,LOW
System Administrator,HR,GitHub Project Alpha,1,10.34,0,1,1,0,0,3.71,1,0.793,24.3,LOW
HR Specialist,Product,Project Management System,1,14.61,0,1,0,1,0,0.18,1,0.754,28.0,LOW
Software Developer,Product,Production Database,4,9.78,0,1,1,0,0,4.16,1,0.792,33.5,MEDIUM
Software Developer,Finance,Project Management System,1,16.04,0,1,1,1,0,3.93,1,0.609,9.2,LOW
Finance Analyst,IT,Admin Panel,4,22.92,1,0,0,1,4,13.39,1,0.459,100.0,HIGH
System Administrator,Product,Project Management System,1,10.86,0,1,1,1,1,3.53,1,0.81,13.8,LOW
Finance Analyst,Finance,Production Database,4,8.4,0,1,1,0,0,4.93,1,0.935,27.1,LOW
Finance Analyst,Finance,GitHub Project Alpha,1,23.73,1,0,0,0,4,12.25,1,0.025,99.4,HIGH
Product Manager,HR,Finance System,3,10.77,0,1,1,0,0,1.76,1,0.659,32.3,MEDIUM
Product Manager,Product,GitHub Project Alpha,1,22.84,1,0,0,1,4,13.92,0,0.549,97.9,HIGH
System Administrator,HR,Finance System,3,2.94,1,0,0,0,2,3.65,0,0.109,100.0,HIGH
Finance Analyst,Finance,Admin Panel,4,22.64,1,0,0,0,0,3.97,1,0.521,91.4,HIGH
System Administrator,Product,Development Server,2,12.33,0,1,0,0,1,3.12,1,0.82,53.1,MEDIUM
QA Engineer,IT,Development Server,2,7.84,0,1,1,0,0,2.88,1,0.711,24.9,LOW
Software Developer,Finance,GitHub Project Alpha,1,21.43,1,0,0,0,5,11.62,1,0.265,100.0,HIGH
DevOps Engineer,Product,Production Database,4,12.66,0,0,0,0,0,0.59,1,0.923,73.5,HIGH
Software Developer,IT,Admin Panel,4,21.56,1,0,0,1,2,5.54,1,0.433,87.2,HIGH
Contractor,HR,Development Server,2,5.98,1,1,1,0,1,6.47,1,0.148,60.6,MEDIUM
Software Developer,Engineering,Development Server,2,11.18,0,1,1,1,0,2.3,1,0.998,6.0,LOW
DevOps Engineer,Engineering,Development Server,2,15.34,0,1,1,1,0,2.24,1,0.693,8.4,LOW
QA Engineer,Product,Production Database,4,18.29,0,1,1,0,1,1.0,1,0.619,43.4,MEDIUM
System Administrator,Finance,Project Management System,1,10.85,0,1,1,1,0,3.88,1,0.712,6.7,LOW
System Administrator,Product,Project Management System,1,11.75,0,1,1,1,0,3.81,1,0.864,3.3,LOW
Finance Analyst,HR,Production Database,4,2.02,1,0,0,0,0,3.01,1,0.436,92.4,HIGH
Contractor,Product,Development Server,2,9.88,0,1,1,0,1,3.38,1,0.797,37.5,MEDIUM
QA Engineer,Product,Admin Panel,4,9.15,0,0,1,0,0,4.23,1,0.856,54.5,MEDIUM
HR Specialist,Product,Development Server,2,19.96,0,1,0,0,0,4.24,1,0.85,49.0,MEDIUM
DevOps Engineer,IT,Project Management System,1,15.76,0,1,1,1,0,1.06,1,0.752,8.3,LOW
DevOps Engineer,Product,GitHub Project Alpha,1,12.06,0,1,1,1,0,3.64,1,0.945,2.0,LOW
Finance Analyst,Engineering,Admin Panel,4,16.56,0,1,1,0,0,1.19,1,0.839,33.3,MEDIUM
Finance Analyst,IT,Project Management System,1,15.5,0,1,1,1,0,2.65,1,0.938,1.4,LOW
QA Engineer,Finance,Project Management System,1,22.11,1,0,0,1,4,4.02,1,0.336,93.9,HIGH
HR Specialist,Finance,Development Server,2,16.34,0,1,1,0,0,4.2,1,0.869,23.5,LOW
DevOps Engineer,Engineering,Development Server,2,11.77,0,1,1,1,1,2.64,1,0.695,15.5,LOW
DevOps Engineer,Finance,GitHub Project Alpha,1,19.33,0,1,1,0,0,4.5,1,0.913,24.7,LOW
System Administrator,Product,Finance System,3,22.92,1,0,0,0,0,3.73,1,0.397,84.7,HIGH
Finance Analyst,Product,Development Server,2,7.51,0,0,1,0,0,3.53,1,0.686,49.9,MEDIUM
Finance Analyst,Finance,Admin Panel,4,15.64,0,1,1,0,0,3.39,1,0.791,35.4,MEDIUM
System Administrator,IT,Project Management System,1,14.65,0,1,1,1,0,2.87,1,0.622,8.3,LOW
System Administrator,Product,Development Server,2,11.29,0,1,1,0,1,1.24,1,0.884,31.9,MEDIUM
HR Specialist,HR,GitHub Project Alpha,1,8.84,0,1,1,0,0,2.32,1,0.826,23.2,LOW
QA Engineer,Finance,HR Database,3,11.58,0,1,1,0,0,2.43,1,0.689,27.3,LOW
System Administrator,Engineering,Development Server,2,15.89,0,1,1,1,0,0.93,1,0.857,5.1,LOW
Finance Analyst,Finance,Production Database,4,22.09,1,0,1,0,2,11.38,1,0.551,99.1,HIGH
HR Specialist,HR,Finance System,3,1.44,1,0,1,0,2,10.43,1,0.235,97.6,HIGH
Product Manager,Finance,Production Database,4,17.55,0,1,1,0,0,3.23,1,0.79,32.9,MEDIUM
HR Specialist,HR,GitHub Project Alpha,1,21.89,1,0,0,0,0,5.78,1,0.495,90.1,HIGH
Contractor,Finance,GitHub Project Alpha,1,22.08,1,1,1,0,4,6.52,1,0.457,86.5,HIGH
QA Engineer,IT,HR Database,3,22.87,1,0,0,0,2,4.47,1,0.328,97.3,HIGH
Product Manager,Finance,GitHub Project Alpha,1,11.87,0,1,1,0,1,3.52,1,0.815,34.8,MEDIUM
Software Developer,Product,GitHub Project Alpha,1,11.9,0,1,1,1,0,2.46,1,0.81,6.4,LOW
Finance Analyst,IT,HR Database,3,9.16,0,1,1,0,0,0.88,1,0.697,27.2,LOW
System Administrator,Product,Project Management System,1,8.97,0,0,1,1,1,4.18,1,0.907,33.0,MEDIUM
HR Specialist,Product,GitHub Project Alpha,1,16.49,0,1,1,1,0,4.68,1,0.829,4.4,LOW
Finance Analyst,Engineering,Finance System,3,17.62,0,1,1,0,0,4.51,1,0.892,29.6,LOW
Contractor,Product,Admin Panel,4,18.32,0,1,1,0,0,1.99,1,0.674,35.1,MEDIUM
Finance Analyst,Finance,Finance System,3,13.05,0,1,1,1,0,3.22,1,0.919,7.2,LOW
Product Manager,Engineering,Project Management System,1,4.56,1,0,0,1,5,13.94,0,0.582,100.0,HIGH
Software Developer,Product,HR Database,3,5.47,1,1,0,0,4,10.01,1,0.045,100.0,HIGH
System Administrator,Product,Development Server,2,22.36,1,1,0,0,5,11.11,1,0.227,96.8,HIGH
Finance Analyst,HR,HR Database,3,9.58,0,1,1,1,0,2.07,1,0.961,9.1,LOW
DevOps Engineer,HR,Development Server,2,12.99,0,1,1,0,0,0.84,1,0.726,30.7,MEDIUM
QA Engineer,Product,Development Server,2,13.62,0,1,1,0,0,2.43,1,0.72,29.9,LOW
Software Developer,HR,Project Management System,1,21.46,1,1,0,1,3,12.5,1,0.432,99.4,HIGH
DevOps Engineer,IT,Admin Panel,4,13.03,0,1,0,1,0,3.24,1,0.76,33.6,MEDIUM
Software Developer,Engineering,Project Management System,1,9.6,0,1,1,1,0,0.31,1,0.859,5.3,LOW
System Administrator,Product,HR Database,3,16.04,0,1,1,0,0,4.88,1,0.822,32.3,MEDIUM
Contractor,Finance,Admin Panel,4,5.73,1,0,0,0,2,6.06,1,0.564,96.2,HIGH
Contractor,HR,Project Management System,1,11.98,0,1,1,1,0,0.38,1,0.856,3.0,LOW
System Administrator,Finance,Production Database,4,22.57,1,0,0,0,5,3.11,1,0.495,98.6,HIGH
Finance Analyst,Engineering,Project Management System,1,12.0,0,1,1,1,0,2.82,1,0.986,1.5,LOW
System Administrator,IT,Project Management System,1,14.33,0,1,1,1,0,4.35,1,0.905,0.0,LOW
Product Manager,Finance,HR Database,3,13.01,0,1,1,0,1,1.99,1,0.988,34.6,MEDIUM
DevOps Engineer,IT,Finance System,3,5.06,1,1,0,0,5,9.18,1,0.165,99.2,HIGH
DevOps Engineer,HR,Finance System,3,12.68,0,1,1,0,0,4.43,1,0.783,27.7,LOW
Contractor,Engineering,GitHub Project Alpha,1,23.87,1,0,0,1,0,7.41,1,0.119,77.0,HIGH
DevOps Engineer,Engineering,Admin Panel,4,21.43,1,0,0,0,3,9.07,1,0.022,98.2,HIGH
HR Specialist,HR,HR Database,3,13.04,0,1,1,1,0,2.09,1,0.916,8.0,LOW
Contractor,HR,Development Server,2,23.08,1,0,0,0,4,11.01,1,0.026,100.0,HIGH
Product Manager,HR,Development Server,2,4.02,1,0,0,0,2,13.21,1,0.099,98.3,HIGH
System Administrator,IT,Production Database,4,14.45,0,0,1,1,0,3.16,1,0.879,27.8,LOW
HR Specialist,IT,Finance System,3,10.52,0,1,0,0,0,3.64,1,0.62,48.1,MEDIUM
Finance Analyst,Product,Project Management System,1,7.8,0,1,1,1,0,4.37,1,0.867,5.6,LOW
DevOps Engineer,Product,Finance System,3,16.4,0,0,0,0,0,4.17,1,0.688,68.5,MEDIUM
System Administrator,Product,Development Server,2,8.17,0,1,1,0,0,0.73,1,0.733,28.1,LOW
QA Engineer,IT,Project Management System,1,11.33,0,0,1,1,0,0.02,1,0.916,23.6,LOW
System Administrator,IT,Finance System,3,19.72,0,1,1,0,0,1.86,1,0.706,31.3,MEDIUM
Contractor,Product,Admin Panel,4,12.42,0,1,0,0,1,2.53,1,0.871,61.6,MEDIUM
Finance Analyst,Finance,GitHub Project Alpha,1,10.5,0,1,1,0,0,0.76,1,0.8,25.6,LOW
System Administrator,Product,Finance System,3,0.25,1,0,1,0,0,11.36,1,0.467,94.4,HIGH
DevOps Engineer,Product,Finance System,3,12.52,0,1,1,0,1,0.3,1,0.71,40.5,MEDIUM
Finance Analyst,IT,HR Database,3,11.74,0,1,1,0,0,3.49,1,0.795,26.4,LOW
QA Engineer,Engineering,HR Database,3,23.88,1,0,0,0,5,13.45,1,0.576,98.7,HIGH
Contractor,Product,Finance System,3,5.5,1,0,0,0,5,8.4,1,0.509,98.4,HIGH
Product Manager,Finance,Development Server,2,4.32,1,0,0,0,2,7.16,1,0.293,100.0,HIGH
DevOps Engineer,Finance,Project Management System,1,16.33,0,1,1,1,0,4.25,1,0.908,1.6,LOW
DevOps Engineer,IT,Project Management System,1,21.81,1,1,0,1,5,4.68,1,0.293,82.6,HIGH
System Administrator,Finance,Finance System,3,4.18,1,0,0,1,0,7.42,1,0.577,80.4,HIGH
Product Manager,Engineering,Development Server,2,23.6,1,0,0,1,2,7.64,0,0.143,100.0,HIGH
Software Developer,HR,Development Server,2,11.49,0,1,1,0,0,3.87,1,0.936,23.7,LOW
Finance Analyst,IT,GitHub Project Alpha,1,16.79,0,0,1,0,0,2.3,1,0.704,41.8,MEDIUM
DevOps Engineer,Product,Finance System,3,13.53,0,1,1,0,0,4.96,1,0.636,34.3,MEDIUM
Contractor,Engineering,Development Server,2,19.3,0,1,1,1,0,1.79,1,0.755,8.6,LOW
QA Engineer,Engineering,Project Management System,1,9.41,0,1,1,1,1,1.54,1,0.961,13.1,LOW
Software Developer,Product,Project Management System,1,8.29,0,1,1,1,0,0.59,1,0.789,1.0,LOW
Contractor,Engineering,Project Management System,1,22.65,1,1,0,1,0,13.99,1,0.558,69.9,MEDIUM
Product Manager,Finance,Finance System,3,8.16,0,1,1,1,1,5.0,1,0.793,15.4,LOW
Contractor,Engineering,GitHub Project Alpha,1,0.35,1,0,1,1,3,9.43,1,0.34,91.2,HIGH
Product Manager,HR,Development Server,2,21.45,1,0,0,0,1,8.48,0,0.36,100.0,HIGH
Finance Analyst,Engineering,HR Database,3,16.56,0,1,1,0,0,1.91,1,0.6,27.9,LOW
Product Manager,HR,Finance System,3,18.39,0,1,1,0,1,0.42,1,0.933,34.5,MEDIUM
HR Specialist,Product,Production Database,4,17.96,0,0,1,0,0,4.37,1,0.929,50.3,MEDIUM
Product Manager,Finance,HR Database,3,19.08,0,1,1,0,0,2.38,1,0.93,31.4,MEDIUM
Contractor,Product,Production Database,4,13.5,0,1,1,0,0,0.84,1,0.843,32.4,MEDIUM
Contractor,Engineering,GitHub Project Alpha,1,15.75,0,1,1,1,0,4.89,1,0.634,5.8,LOW
HR Specialist,IT,HR Database,3,18.88,0,1,1,0,0,0.39,1,0.735,34.0,MEDIUM
Contractor,HR,Finance System,3,17.24,0,1,1,0,0,3.78,1,0.84,33.1,MEDIUM
Product Manager,Product,Project Management System,1,9.14,0,0,1,1,0,4.69,1,0.812,27.2,LOW
Contractor,HR,Development Server,2,17.68,0,1,1,0,0,3.08,0,0.773,40.3,MEDIUM
Finance Analyst,Product,GitHub Project Alpha,1,21.35,1,0,0,1,5,11.57,1,0.565,98.9,HIGH
DevOps Engineer,HR,Development Server,2,19.22,0,1,1,0,0,2.1,1,0.929,28.5,LOW
Product Manager,Product,Development Server,2,7.68,0,1,1,0,0,1.87,1,0.999,24.8,LOW
HR Specialist,HR,HR Database,3,11.67,0,1,1,1,0,4.76,1,0.956,4.8,LOW
System Administrator,IT,Admin Panel,4,4.71,1,0,0,1,2,5.5,1,0.362,91.2,HIGH
Finance Analyst,IT,GitHub Project Alpha,1,11.27,0,1,0,0,0,4.08,1,0.701,44.5,MEDIUM
System Administrator,HR,Finance System,3,16.68,0,1,1,0,0,0.64,1,0.861,25.9,LOW
Product Manager,IT,Development Server,2,0.35,1,0,0,0,2,11.84,1,0.225,100.0,HIGH
Finance Analyst,HR,GitHub Project Alpha,1,23.82,1,0,1,0,4,7.15,1,0.461,98.6,HIGH
Contractor,Finance,Admin Panel,4,22.55,1,1,0,0,4,5.14,1,0.479,96.3,HIGH
Contractor,Product,Production Database,4,1.51,1,0,1,0,0,14.62,1,0.548,97.2,HIGH
Contractor,Product,Project Management System,1,0.73,1,0,1,1,0,5.82,1,0.291,48.3,MEDIUM
Software Developer,IT,Project Management System,1,15.45,0,1,1,1,1,3.48,1,0.968,10.5,LOW
Product Manager,Product,HR Database,3,22.07,1,0,0,0,3,7.03,1,0.055,100.0,HIGH
HR Specialist,Finance,HR Database,3,9.92,0,1,1,0,0,1.53,1,0.621,33.3,MEDIUM
HR Specialist,IT,Admin Panel,4,19.99,0,1,1,1,0,1.39,1,0.988,9.8,LOW
DevOps Engineer,HR,HR Database,3,13.35,0,1,1,1,0,1.96,1,0.762,6.4,LOW
System Administrator,IT,Production Database,4,9.05,0,1,0,1,0,2.28,1,0.61,37.7,MEDIUM
System Administrator,HR,Development Server,2,23.94,1,1,0,0,2,8.61,1,0.309,100.0,HIGH
DevOps Engineer,IT,HR Database,3,21.83,1,0,1,0,3,10.82,1,0.347,100.0,HIGH
Finance Analyst,IT,GitHub Project Alpha,1,14.15,0,0,1,0,0,3.18,1,0.718,47.2,MEDIUM
Software Developer,Product,Finance System,3,5.21,1,1,0,0,2,7.28,1,0.322,96.8,HIGH
Product Manager,IT,Production Database,4,21.25,1,0,1,1,3,5.91,1,0.523,78.7,HIGH
System Administrator,IT,GitHub Project Alpha,1,11.97,0,1,1,0,0,2.1,0,0.963,41.4,MEDIUM
Contractor,HR,Production Database,4,1.27,1,0,1,0,0,11.48,0,0.582,98.9,HIGH
Contractor,Product,Production Database,4,11.32,0,1,1,0,0,2.66,1,0.668,29.8,LOW
Contractor,Product,Finance System,3,11.42,0,1,1,0,0,2.12,1,0.765,33.2,MEDIUM
Contractor,HR,Project Management System,1,7.81,0,1,1,1,0,3.56,1,0.884,4.0,LOW
Contractor,Engineering,HR Database,3,9.85,0,1,0,0,0,4.36,1,0.781,47.4,MEDIUM
HR Specialist,Product,Admin Panel,4,12.98,0,1,1,0,1,4.2,1,0.911,40.0,MEDIUM
Product Manager,HR,GitHub Project Alpha,1,22.98,1,0,0,0,3,13.82,1,0.511,100.0,HIGH
QA Engineer,IT,GitHub Project Alpha,1,14.12,0,1,1,0,0,0.3,1,0.909,21.8,LOW
HR Specialist,Engineering,Admin Panel,4,11.6,0,1,1,0,0,3.13,1,0.923,27.4,LOW
Contractor,Product,Finance System,3,18.51,0,1,1,0,1,3.48,1,0.729,37.8,MEDIUM
Product Manager,HR,HR Database,3,18.67,0,1,1,1,0,3.78,1,0.907,9.2,LOW
HR Specialist,HR,Development Server,2,23.64,1,0,0,0,0,14.2,1,0.316,100.0,HIGH
Contractor,IT,Admin Panel,4,17.13,0,0,1,1,0,3.54,1,0.792,29.9,LOW
System Administrator,Finance,GitHub Project Alpha,1,13.37,0,0,1,0,1,0.43,1,0.793,53.7,MEDIUM
HR Specialist,HR,Admin Panel,4,9.77,0,1,1,0,0,1.94,1,0.967,28.9,LOW
Contractor,IT,Project Management System,1,5.96,1,1,0,1,2,7.77,1,0.272,72.7,HIGH
QA Engineer,Finance,Production Database,4,2.26,1,0,1,0,1,3.24,1,0.205,81.2,HIGH
QA Engineer,IT,Admin Panel,4,14.46,0,1,1,1,0,4.12,1,0.718,14.9,LOW
System Administrator,HR,Finance System,3,19.98,0,1,1,0,0,3.44,1,0.638,32.7,MEDIUM
System Administrator,Engineering,Admin Panel,4,0.94,1,0,0,0,3,8.46,1,0.459,97.6,HIGH
Finance Analyst,Engineering,Admin Panel,4,13.07,0,1,1,0,0,2.06,1,0.93,29.7,LOW
System Administrator,Engineering,Development Server,2,11.11,0,1,1,1,0,1.6,1,0.629,8.5,LOW
Software Developer,Finance,GitHub Project Alpha,1,22.86,1,0,1,0,1,6.86,1,0.005,84.0,HIGH
HR Specialist,Product,HR Database,3,0.06,1,0,1,0,5,10.21,1,0.502,98.7,HIGH
QA Engineer,Product,GitHub Project Alpha,1,15.49,0,1,1,1,1,1.99,1,0.851,12.4,LOW
DevOps Engineer,Finance,Admin Panel,4,9.25,0,1,1,0,0,1.91,1,0.68,32.6,MEDIUM
System Administrator,IT,Development Server,2,15.81,0,1,1,0,0,3.41,1,0.64,27.7,LOW
Finance Analyst,IT,Project Management System,1,15.38,0,1,1,1,0,1.37,1,0.984,2.8,LOW
Finance Analyst,HR,Project Management System,1,13.73,0,1,1,1,0,1.6,1,0.945,6.5,LOW
System Administrator,HR,Project Management System,1,1.08,1,0,0,1,3,5.38,1,0.256,94.8,HIGH
QA Engineer,Product,Development Server,2,23.4,1,1,1,0,3,5.12,0,0.104,85.3,HIGH
Software Developer,IT,Production Database,4,12.14,0,1,1,1,1,0.53,1,0.623,18.5,LOW
DevOps Engineer,Finance,HR Database,3,22.11,1,0,1,0,0,8.87,1,0.019,95.4,HIGH
Software Developer,Finance,HR Database,3,1.56,1,1,0,0,2,7.72,1,0.445,99.6,HIGH
HR Specialist,Product,Development Server,2,8.54,0,1,1,0,0,0.98,1,0.674,31.9,MEDIUM
System Administrator,Product,Admin Panel,4,9.75,0,1,1,0,0,3.94,1,0.95,28.9,LOW
QA Engineer,IT,Development Server,2,0.35,1,0,0,0,2,8.77,1,0.045,100.0,HIGH
System Administrator,IT,Admin Panel,4,17.65,0,1,1,1,0,4.47,1,0.986,11.8,LOW
System Administrator,Product,Production Database,4,23.47,1,0,0,0,5,13.38,1,0.034,98.3,HIGH
Product Manager,Engineering,Production Database,4,12.66,0,1,1,1,0,4.46,0,0.854,25.0,LOW
QA Engineer,Engineering,Finance System,3,14.12,0,1,1,0,0,2.2,1,0.762,30.9,MEDIUM
Product Manager,Engineering,Admin Panel,4,23.86,1,1,0,0,2,9.07,1,0.37,99.8,HIGH
QA Engineer,Engineering,Development Server,2,8.57,0,1,1,1,0,0.47,1,0.617,9.2,LOW
System Administrator,Engineering,Development Server,2,9.99,0,1,1,1,1,1.88,1,0.868,10.9,LOW
Contractor,Engineering,Admin Panel,4,23.16,1,0,1,0,0,4.18,1,0.27,71.0,HIGH
System Administrator,Product,Development Server,2,7.52,0,1,1,0,1,3.31,1,0.699,32.0,MEDIUM
QA Engineer,HR,HR Database,3,7.53,0,1,1,1,1,4.94,1,0.603,21.5,LOW
Product Manager,HR,Development Server,2,7.65,0,1,1,0,0,3.95,1,0.712,28.8,LOW
Software Developer,Product,Development Server,2,15.05,0,1,1,0,0,3.88,1,0.68,26.8,LOW
QA Engineer,Finance,GitHub Project Alpha,1,11.23,0,1,1,0,0,4.3,1,0.808,22.2,LOW
Product Manager,Product,HR Database,3,21.12,1,0,0,0,2,4.26,0,0.523,97.1,HIGH
HR Specialist,IT,GitHub Project Alpha,1,19.49,0,1,1,0,1,0.23,1,0.754,35.2,MEDIUM
HR Specialist,IT,Production Database,4,19.56,0,1,1,1,0,0.79,1,0.742,16.4,LOW
DevOps Engineer,IT,Project Management System,1,8.8,0,1,1,1,0,2.14,1,0.913,3.8,LOW
Contractor,Engineering,Project Management System,1,4.94,1,0,1,1,0,7.33,1,0.388,57.1,MEDIUM
Finance Analyst,HR,HR Database,3,17.01,0,1,0,1,1,4.41,1,0.836,34.9,MEDIUM
System Administrator,Engineering,Project Management System,1,15.48,0,1,1,1,1,1.11,1,0.99,13.2,LOW
Product Manager,Engineering,Finance System,3,10.32,0,1,1,0,0,3.18,1,0.807,32.6,MEDIUM
Product Manager,Finance,Development Server,2,2.78,1,0,1,0,1,6.71,0,0.487,96.4,HIGH
Product Manager,Product,GitHub Project Alpha,1,22.26,1,0,1,1,4,9.7,1,0.581,96.7,HIGH
Contractor,HR,HR Database,3,12.24,0,1,1,1,0,3.5,1,0.865,11.8,LOW
HR Specialist,Finance,Development Server,2,16.1,0,1,1,0,0,4.98,1,0.94,27.4,LOW
