role,department,employment_type,resource,dept_matches_resource,role_eligible_for_critical,resource_sensitivity,has_relevant_cert,project_assigned,employment_is_contractor,employment_is_intern,contract_duration_days,previously_approved_similar,label
Finance Analyst,Engineering,Intern,Project Management System,1,1,1,1,0,0,1,30,0,REVIEW
DevOps Engineer,Finance,Contractor,Production Database,0,1,4,0,1,1,0,14,0,DENY
QA Engineer,Product,Intern,Project Management System,1,1,1,0,1,0,1,365,1,ALLOW
Finance Analyst,HR,Intern,HR Database,1,1,3,1,0,0,1,14,0,REVIEW
Contractor,Finance,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,365,0,DENY
DevOps Engineer,Finance,Contractor,Project Management System,1,1,1,0,1,1,0,365,1,ALLOW
Product Manager,HR,Contractor,Development Server,0,1,2,0,0,1,0,60,0,DENY
Software Developer,Engineering,Contractor,Project Management System,1,1,1,1,1,1,0,365,1,ALLOW
Contractor,Product,Employee,Finance System,0,1,3,1,1,0,0,180,0,DENY
HR Specialist,Engineering,Contractor,GitHub Project Alpha,1,1,1,1,1,1,0,365,0,ALLOW
Finance Analyst,IT,Contractor,Finance System,0,1,3,0,0,1,0,7,0,DENY
HR Specialist,Finance,Contractor,Admin Panel,0,0,4,1,0,1,0,30,0,DENY
HR Specialist,Product,Contractor,Finance System,0,1,3,0,0,1,0,365,0,DENY
Finance Analyst,Product,Intern,Production Database,0,0,4,0,1,0,1,14,1,DENY
Contractor,Product,Employee,Finance System,0,1,3,1,0,0,0,180,0,DENY
DevOps Engineer,HR,Intern,Admin Panel,0,0,4,0,0,0,1,180,0,DENY
Finance Analyst,Engineering,Employee,Project Management System,1,1,1,1,1,0,0,30,0,ALLOW
System Administrator,Finance,Employee,Finance System,1,1,3,0,1,0,0,14,1,ALLOW
DevOps Engineer,Finance,Intern,Admin Panel,0,0,4,0,1,0,1,30,0,DENY
Product Manager,Finance,Employee,GitHub Project Alpha,0,1,1,0,0,0,0,30,1,DENY
Contractor,Finance,Employee,Development Server,0,1,2,0,1,0,0,365,0,DENY
Finance Analyst,Engineering,Intern,Development Server,1,1,2,0,1,0,1,180,1,ALLOW
Product Manager,HR,Intern,Production Database,0,0,4,0,0,0,1,60,1,DENY
System Administrator,Finance,Intern,Admin Panel,0,1,4,0,1,0,1,90,0,DENY
Contractor,Engineering,Intern,Finance System,0,1,3,0,0,0,1,7,1,DENY
HR Specialist,Engineering,Intern,Production Database,1,0,4,0,1,0,1,7,0,DENY
Contractor,IT,Contractor,Project Management System,1,1,1,0,0,1,0,180,0,ALLOW
System Administrator,HR,Employee,GitHub Project Alpha,0,1,1,0,0,0,0,90,0,DENY
System Administrator,Engineering,Intern,Finance System,0,1,3,0,0,0,1,365,0,DENY
Product Manager,HR,Employee,Finance System,0,1,3,0,1,0,0,30,1,DENY
Product Manager,Product,Contractor,Production Database,0,0,4,0,0,1,0,60,0,DENY
System Administrator,HR,Employee,HR Database,1,1,3,1,0,0,0,365,0,REVIEW
DevOps Engineer,Product,Contractor,Production Database,0,1,4,1,1,1,0,90,0,DENY
QA Engineer,Product,Employee,GitHub Project Alpha,1,1,1,1,1,0,0,7,0,ALLOW
HR Specialist,Product,Intern,GitHub Project Alpha,1,1,1,0,1,0,1,90,0,ALLOW
DevOps Engineer,IT,Employee,Development Server,0,1,2,0,1,0,0,365,1,DENY
Product Manager,Finance,Intern,Admin Panel,0,0,4,0,0,0,1,14,1,DENY
Product Manager,Finance,Intern,HR Database,0,1,3,0,1,0,1,60,1,DENY
QA Engineer,Engineering,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,90,1,ALLOW
Finance Analyst,Engineering,Contractor,Production Database,1,0,4,1,1,1,0,180,0,DENY
QA Engineer,Product,Contractor,Production Database,0,0,4,1,1,1,0,7,0,DENY
Finance Analyst,Engineering,Contractor,Production Database,1,0,4,1,0,1,0,30,1,DENY
HR Specialist,Product,Employee,Admin Panel,0,0,4,0,0,0,0,14,0,DENY
Product Manager,Finance,Intern,Development Server,0,1,2,1,1,0,1,7,1,DENY
System Administrator,Finance,Contractor,Development Server,0,1,2,0,1,1,0,30,0,DENY
Software Developer,Engineering,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,365,1,ALLOW
Contractor,Product,Contractor,Admin Panel,0,0,4,1,0,1,0,365,0,DENY
HR Specialist,Engineering,Intern,GitHub Project Alpha,1,1,1,1,0,0,1,30,0,REVIEW
DevOps Engineer,Finance,Intern,Admin Panel,0,0,4,1,1,0,1,180,0,DENY
Finance Analyst,Engineering,Employee,Finance System,0,1,3,1,1,0,0,7,0,DENY
HR Specialist,Engineering,Employee,Finance System,0,1,3,0,1,0,0,365,0,DENY
Product Manager,HR,Employee,Admin Panel,0,0,4,1,1,0,0,30,0,DENY
DevOps Engineer,Product,Employee,GitHub Project Alpha,1,1,1,0,1,0,0,90,0,ALLOW
DevOps Engineer,Product,Intern,Admin Panel,0,0,4,0,0,0,1,365,0,DENY
Software Developer,IT,Intern,Finance System,0,1,3,1,0,0,1,7,0,DENY
QA Engineer,IT,Contractor,Admin Panel,1,0,4,1,0,1,0,7,0,DENY
HR Specialist,Finance,Contractor,Finance System,1,1,3,0,0,1,0,180,0,REVIEW
Contractor,IT,Contractor,Project Management System,1,1,1,0,0,1,0,180,1,ALLOW
DevOps Engineer,Engineering,Intern,HR Database,0,1,3,1,0,0,1,7,0,DENY
System Administrator,HR,Contractor,Finance System,0,1,3,1,0,1,0,14,0,DENY
DevOps Engineer,HR,Employee,Finance System,0,1,3,0,0,0,0,365,0,DENY
DevOps Engineer,Product,Employee,Admin Panel,0,0,4,0,0,0,0,14,0,DENY
Contractor,Engineering,Intern,HR Database,0,1,3,0,0,0,1,365,0,DENY
QA Engineer,Engineering,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,30,0,ALLOW
DevOps Engineer,Product,Employee,GitHub Project Alpha,1,1,1,1,0,0,0,90,0,ALLOW
Contractor,IT,Employee,Development Server,0,1,2,1,0,0,0,180,0,DENY
Product Manager,Finance,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,14,0,DENY
DevOps Engineer,Finance,Intern,Project Management System,1,1,1,1,1,0,1,60,0,ALLOW
Finance Analyst,IT,Contractor,Admin Panel,1,0,4,0,1,1,0,180,0,DENY
Product Manager,Product,Contractor,Finance System,0,1,3,0,0,1,0,7,1,DENY
QA Engineer,Engineering,Employee,Project Management System,1,1,1,1,1,0,0,180,0,ALLOW
Finance Analyst,HR,Contractor,Finance System,0,1,3,0,0,1,0,7,0,DENY
Software Developer,HR,Intern,HR Database,1,1,3,0,0,0,1,90,1,REVIEW
QA Engineer,HR,Intern,Finance System,0,1,3,0,0,0,1,60,0,DENY
Contractor,IT,Employee,Finance System,0,1,3,0,0,0,0,365,0,DENY
System Administrator,Finance,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,7,1,DENY
Software Developer,Engineering,Contractor,Development Server,1,1,2,1,0,1,0,60,1,ALLOW
System Administrator,Finance,Employee,Development Server,0,1,2,0,1,0,0,14,1,DENY
Contractor,Engineering,Employee,GitHub Project Alpha,1,1,1,0,1,0,0,7,0,ALLOW
Finance Analyst,Product,Contractor,Finance System,0,1,3,0,1,1,0,60,0,DENY
DevOps Engineer,IT,Employee,Admin Panel,1,0,4,1,0,0,0,14,1,DENY
System Administrator,Engineering,Employee,Finance System,0,1,3,1,0,0,0,30,0,DENY
DevOps Engineer,IT,Contractor,Development Server,0,1,2,0,1,1,0,365,0,DENY
Software Developer,Finance,Employee,Finance System,1,1,3,1,1,0,0,180,1,ALLOW
Software Developer,Product,Employee,Admin Panel,0,0,4,0,1,0,0,14,1,DENY
HR Specialist,Finance,Intern,HR Database,0,1,3,0,0,0,1,60,1,DENY
Product Manager,HR,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,7,0,DENY
Software Developer,Finance,Intern,Development Server,0,1,2,1,0,0,1,90,0,DENY
DevOps Engineer,Product,Employee,Production Database,0,1,4,1,0,0,0,90,0,DENY
QA Engineer,IT,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,14,0,DENY
Finance Analyst,Finance,Contractor,Production Database,0,0,4,1,1,1,0,30,0,DENY
Contractor,Engineering,Contractor,Finance System,0,1,3,0,0,1,0,14,0,DENY
QA Engineer,Engineering,Contractor,Finance System,0,1,3,1,1,1,0,30,1,DENY
Finance Analyst,Finance,Intern,Project Management System,1,1,1,0,0,0,1,7,0,REVIEW
HR Specialist,Product,Employee,Admin Panel,0,0,4,1,0,0,0,365,1,DENY
Finance Analyst,Product,Intern,HR Database,0,1,3,1,1,0,1,14,1,DENY
Product Manager,Product,Intern,Finance System,0,1,3,1,1,0,1,90,0,DENY
Finance Analyst,IT,Contractor,Production Database,1,0,4,0,1,1,0,14,0,DENY
DevOps Engineer,Engineering,Intern,Finance System,0,1,3,1,0,0,1,90,0,DENY
Software Developer,Product,Intern,Finance System,0,1,3,1,1,0,1,60,1,DENY
Contractor,Finance,Contractor,HR Database,0,1,3,1,1,1,0,180,0,DENY
System Administrator,IT,Intern,HR Database,0,1,3,1,1,0,1,7,0,DENY
Product Manager,IT,Contractor,Development Server,0,1,2,0,0,1,0,90,0,DENY
QA Engineer,HR,Employee,Production Database,0,0,4,0,0,0,0,90,0,DENY
DevOps Engineer,Engineering,Employee,HR Database,0,1,3,1,0,0,0,365,0,DENY
QA Engineer,Engineering,Intern,Production Database,1,0,4,1,1,0,1,30,0,DENY
System Administrator,HR,Contractor,GitHub Project Alpha,0,1,1,0,0,1,0,365,1,DENY
Contractor,Finance,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,7,0,DENY
Product Manager,Finance,Intern,Development Server,0,1,2,0,0,0,1,365,0,DENY
Finance Analyst,IT,Employee,Production Database,1,0,4,0,1,0,0,365,0,DENY
HR Specialist,Engineering,Intern,Project Management System,1,1,1,1,1,0,1,90,1,ALLOW
Finance Analyst,IT,Employee,Finance System,0,1,3,0,0,0,0,90,0,DENY
Contractor,IT,Intern,Development Server,0,1,2,1,1,0,1,7,0,DENY
System Administrator,HR,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,365,1,DENY
DevOps Engineer,Finance,Employee,Development Server,0,1,2,0,0,0,0,90,1,DENY
Product Manager,HR,Contractor,Finance System,0,1,3,1,0,1,0,7,0,DENY
System Administrator,Product,Contractor,HR Database,0,1,3,0,0,1,0,365,0,DENY
Software Developer,HR,Intern,Admin Panel,0,0,4,1,0,0,1,180,0,DENY
Software Developer,Finance,Employee,Production Database,0,0,4,0,0,0,0,365,0,DENY
DevOps Engineer,IT,Contractor,Production Database,1,1,4,0,0,1,0,90,0,REVIEW
QA Engineer,HR,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,60,0,DENY
Finance Analyst,HR,Contractor,Project Management System,1,1,1,1,0,1,0,14,0,ALLOW
Product Manager,Product,Intern,GitHub Project Alpha,1,1,1,1,1,0,1,365,0,ALLOW
System Administrator,Product,Employee,Finance System,0,1,3,1,1,0,0,90,1,DENY
System Administrator,Product,Contractor,Production Database,0,1,4,1,0,1,0,365,0,DENY
Software Developer,IT,Employee,Production Database,1,0,4,1,1,0,0,30,1,DENY
DevOps Engineer,Finance,Contractor,Development Server,0,1,2,0,0,1,0,60,0,DENY
Product Manager,Engineering,Intern,Production Database,1,0,4,0,0,0,1,180,1,DENY
DevOps Engineer,Finance,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,14,0,DENY
Contractor,IT,Intern,Finance System,0,1,3,0,1,0,1,7,0,DENY
QA Engineer,Finance,Employee,HR Database,0,1,3,1,1,0,0,30,0,DENY
QA Engineer,Product,Intern,HR Database,0,1,3,1,1,0,1,60,0,DENY
Contractor,HR,Intern,Production Database,0,0,4,1,1,0,1,7,0,DENY
Product Manager,Product,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,14,0,ALLOW
DevOps Engineer,Product,Intern,Development Server,0,1,2,0,1,0,1,365,1,DENY
Software Developer,HR,Contractor,Production Database,0,0,4,1,1,1,0,7,0,DENY
Finance Analyst,Engineering,Employee,Development Server,1,1,2,1,1,0,0,60,0,ALLOW
Finance Analyst,Product,Contractor,HR Database,0,1,3,1,1,1,0,180,0,DENY
DevOps Engineer,Engineering,Intern,Production Database,1,1,4,1,1,0,1,14,0,REVIEW
System Administrator,IT,Contractor,Development Server,0,1,2,1,0,1,0,7,1,DENY
HR Specialist,Product,Contractor,Development Server,0,1,2,0,1,1,0,90,0,DENY
System Administrator,IT,Employee,HR Database,0,1,3,0,1,0,0,7,0,DENY
Contractor,HR,Employee,Development Server,0,1,2,1,0,0,0,7,0,DENY
DevOps Engineer,Finance,Contractor,HR Database,0,1,3,1,1,1,0,30,0,DENY
System Administrator,IT,Contractor,Project Management System,1,1,1,0,1,1,0,30,0,ALLOW
System Administrator,IT,Employee,GitHub Project Alpha,0,1,1,0,0,0,0,7,1,DENY
DevOps Engineer,Engineering,Employee,HR Database,0,1,3,1,1,0,0,60,1,DENY
DevOps Engineer,Finance,Intern,Project Management System,1,1,1,1,1,0,1,14,0,ALLOW
Software Developer,Finance,Intern,Production Database,0,0,4,0,0,0,1,365,0,DENY
Product Manager,Product,Intern,Finance System,0,1,3,0,1,0,1,90,1,DENY
Finance Analyst,Finance,Contractor,Project Management System,1,1,1,0,0,1,0,7,0,ALLOW
HR Specialist,Product,Intern,Project Management System,1,1,1,1,1,0,1,7,0,ALLOW
Product Manager,Product,Contractor,Development Server,0,1,2,0,1,1,0,7,1,DENY
QA Engineer,Finance,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,180,0,DENY
System Administrator,Engineering,Contractor,Finance System,0,1,3,0,1,1,0,60,0,DENY
Product Manager,HR,Intern,HR Database,1,1,3,0,1,0,1,30,0,REVIEW
HR Specialist,Finance,Contractor,Production Database,0,0,4,1,1,1,0,30,1,DENY
Contractor,Finance,Contractor,Development Server,0,1,2,0,0,1,0,14,0,DENY
QA Engineer,Finance,Intern,Finance System,1,1,3,0,1,0,1,30,0,REVIEW
Contractor,Finance,Intern,Development Server,0,1,2,0,1,0,1,180,0,DENY
Software Developer,Finance,Contractor,Production Database,0,0,4,1,0,1,0,180,0,DENY
System Administrator,IT,Contractor,Production Database,1,1,4,0,1,1,0,60,0,REVIEW
Contractor,Finance,Contractor,Finance System,1,1,3,0,0,1,0,14,0,REVIEW
QA Engineer,Engineering,Employee,GitHub Project Alpha,1,1,1,1,0,0,0,180,0,ALLOW
Finance Analyst,Product,Employee,Development Server,0,1,2,1,0,0,0,7,0,DENY
DevOps Engineer,Finance,Intern,Project Management System,1,1,1,1,1,0,1,365,0,ALLOW
Software Developer,IT,Employee,Development Server,0,1,2,0,1,0,0,7,1,DENY
Finance Analyst,HR,Employee,Development Server,0,1,2,0,0,0,0,30,0,DENY
Finance Analyst,IT,Employee,Project Management System,1,1,1,0,1,0,0,14,0,ALLOW
Product Manager,IT,Contractor,Production Database,1,0,4,0,1,1,0,7,0,DENY
HR Specialist,Product,Employee,HR Database,0,1,3,0,0,0,0,90,0,DENY
Contractor,HR,Employee,Development Server,0,1,2,1,0,0,0,14,1,DENY
Software Developer,Finance,Employee,HR Database,0,1,3,0,0,0,0,7,0,DENY
System Administrator,Finance,Employee,HR Database,0,1,3,1,1,0,0,365,1,DENY
Contractor,IT,Contractor,Project Management System,1,1,1,0,1,1,0,90,0,ALLOW
QA Engineer,HR,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,60,1,DENY
System Administrator,Product,Contractor,Admin Panel,0,1,4,1,1,1,0,60,0,DENY
Contractor,Engineering,Contractor,Finance System,0,1,3,1,0,1,0,365,0,DENY
Software Developer,IT,Contractor,Finance System,0,1,3,1,1,1,0,30,1,DENY
DevOps Engineer,HR,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,60,1,DENY
System Administrator,Product,Contractor,GitHub Project Alpha,1,1,1,1,1,1,0,7,0,ALLOW
Software Developer,IT,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,60,0,DENY
HR Specialist,Finance,Employee,Production Database,0,0,4,1,0,0,0,30,0,DENY
HR Specialist,Finance,Contractor,Admin Panel,0,0,4,1,1,1,0,60,0,DENY
QA Engineer,Engineering,Contractor,Project Management System,1,1,1,1,0,1,0,180,0,ALLOW
Contractor,Engineering,Intern,Finance System,0,1,3,1,1,0,1,30,0,DENY
HR Specialist,HR,Intern,Production Database,0,0,4,0,1,0,1,365,1,DENY
HR Specialist,Engineering,Intern,HR Database,0,1,3,1,1,0,1,180,0,DENY
Software Developer,Engineering,Intern,HR Database,0,1,3,1,1,0,1,180,0,DENY
QA Engineer,HR,Employee,Finance System,0,1,3,0,0,0,0,90,0,DENY
Contractor,Product,Contractor,GitHub Project Alpha,1,1,1,1,0,1,0,7,1,ALLOW
DevOps Engineer,Product,Employee,Admin Panel,0,0,4,1,1,0,0,7,0,DENY
QA Engineer,Engineering,Employee,Project Management System,1,1,1,0,1,0,0,14,1,ALLOW
Software Developer,Product,Employee,GitHub Project Alpha,1,1,1,1,0,0,0,365,1,ALLOW
Finance Analyst,HR,Contractor,Admin Panel,0,0,4,1,1,1,0,90,0,DENY
Contractor,IT,Contractor,Finance System,0,1,3,1,1,1,0,14,1,DENY
QA Engineer,Engineering,Intern,Project Management System,1,1,1,1,0,0,1,30,0,REVIEW
Contractor,Finance,Contractor,Admin Panel,0,0,4,0,0,1,0,180,0,DENY
System Administrator,Finance,Contractor,Project Management System,1,1,1,1,1,1,0,180,1,ALLOW
Contractor,IT,Contractor,Admin Panel,1,0,4,0,1,1,0,365,0,DENY
Product Manager,Engineering,Contractor,Finance System,0,1,3,0,1,1,0,7,0,DENY
Finance Analyst,HR,Intern,HR Database,1,1,3,1,1,0,1,30,0,REVIEW
System Administrator,HR,Intern,HR Database,1,1,3,1,0,0,1,30,0,REVIEW
HR Specialist,IT,Employee,Development Server,0,1,2,1,1,0,0,30,1,DENY
Software Developer,IT,Intern,Development Server,0,1,2,1,0,0,1,7,0,DENY
HR Specialist,IT,Employee,Development Server,0,1,2,1,0,0,0,30,0,DENY
Product Manager,IT,Intern,Project Management System,1,1,1,1,1,0,1,90,0,ALLOW
DevOps Engineer,Product,Contractor,Admin Panel,0,0,4,1,1,1,0,14,0,DENY
Product Manager,Product,Employee,Admin Panel,0,0,4,0,1,0,0,90,0,DENY
Contractor,IT,Intern,Development Server,0,1,2,0,1,0,1,14,1,DENY
Software Developer,Engineering,Intern,Development Server,1,1,2,0,1,0,1,365,0,ALLOW
Contractor,IT,Intern,Project Management System,1,1,1,1,1,0,1,180,0,ALLOW
Software Developer,Finance,Contractor,Finance System,1,1,3,0,1,1,0,7,1,ALLOW
DevOps Engineer,Engineering,Intern,Production Database,1,1,4,0,0,0,1,7,0,REVIEW
Product Manager,HR,Employee,Development Server,0,1,2,0,1,0,0,14,1,DENY
System Administrator,Finance,Contractor,Admin Panel,0,1,4,0,1,1,0,7,1,DENY
Software Developer,Product,Employee,Admin Panel,0,0,4,0,0,0,0,14,0,DENY
DevOps Engineer,Product,Intern,Production Database,0,1,4,1,0,0,1,180,0,DENY
Finance Analyst,Product,Employee,Admin Panel,0,0,4,0,1,0,0,7,0,DENY
Finance Analyst,Product,Contractor,Finance System,0,1,3,0,0,1,0,90,0,DENY
HR Specialist,Finance,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,60,0,DENY
Finance Analyst,Engineering,Employee,HR Database,0,1,3,1,1,0,0,30,0,DENY
Finance Analyst,IT,Contractor,Development Server,0,1,2,1,0,1,0,14,0,DENY
Product Manager,IT,Employee,Admin Panel,1,0,4,1,0,0,0,365,0,DENY
System Administrator,IT,Contractor,HR Database,0,1,3,1,1,1,0,7,0,DENY
System Administrator,IT,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,14,0,DENY
Software Developer,Engineering,Employee,Finance System,0,1,3,1,1,0,0,60,0,DENY
System Administrator,Engineering,Intern,HR Database,0,1,3,1,0,0,1,180,1,DENY
Contractor,Finance,Employee,Development Server,0,1,2,0,1,0,0,60,1,DENY
HR Specialist,Engineering,Employee,Development Server,1,1,2,0,1,0,0,365,0,ALLOW
System Administrator,Product,Contractor,Development Server,0,1,2,0,0,1,0,90,0,DENY
System Administrator,Engineering,Contractor,HR Database,0,1,3,1,0,1,0,60,0,DENY
Product Manager,Product,Employee,HR Database,0,1,3,1,0,0,0,14,0,DENY
Finance Analyst,Product,Employee,Project Management System,1,1,1,0,1,0,0,365,0,ALLOW
QA Engineer,Engineering,Intern,GitHub Project Alpha,1,1,1,1,0,0,1,30,1,REVIEW
DevOps Engineer,Product,Employee,Production Database,0,1,4,0,1,0,0,7,1,DENY
HR Specialist,Engineering,Intern,Development Server,1,1,2,1,1,0,1,365,1,ALLOW
Product Manager,Product,Contractor,Production Database,0,0,4,0,0,1,0,90,0,DENY
Software Developer,Product,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,180,0,ALLOW
System Administrator,Finance,Contractor,Finance System,1,1,3,0,0,1,0,365,0,REVIEW
Finance Analyst,Engineering,Contractor,GitHub Project Alpha,1,1,1,1,1,1,0,60,0,ALLOW
Software Developer,Finance,Contractor,Development Server,0,1,2,0,0,1,0,30,0,DENY
Product Manager,Engineering,Intern,Project Management System,1,1,1,0,1,0,1,180,0,ALLOW
Finance Analyst,IT,Intern,Finance System,0,1,3,0,1,0,1,90,0,DENY
HR Specialist,Product,Employee,Production Database,0,0,4,0,1,0,0,7,0,DENY
QA Engineer,HR,Intern,Finance System,0,1,3,1,1,0,1,180,0,DENY
DevOps Engineer,IT,Employee,Admin Panel,1,0,4,1,0,0,0,30,0,DENY
Product Manager,Product,Intern,Development Server,0,1,2,0,1,0,1,60,0,DENY
Product Manager,Finance,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,14,0,DENY
System Administrator,Engineering,Employee,Development Server,1,1,2,0,0,0,0,7,0,REVIEW
DevOps Engineer,IT,Intern,Project Management System,1,1,1,1,1,0,1,180,1,ALLOW
Contractor,HR,Intern,Development Server,0,1,2,1,0,0,1,180,0,DENY
Finance Analyst,IT,Employee,Production Database,1,0,4,1,1,0,0,7,0,DENY
DevOps Engineer,IT,Intern,Project Management System,1,1,1,0,0,0,1,90,0,REVIEW
System Administrator,HR,Intern,Project Management System,1,1,1,1,1,0,1,7,0,ALLOW
Software Developer,Engineering,Intern,Finance System,0,1,3,0,1,0,1,180,1,DENY
Software Developer,HR,Intern,Production Database,0,0,4,1,1,0,1,7,0,DENY
Contractor,Product,Employee,Project Management System,1,1,1,0,0,0,0,365,0,ALLOW
DevOps Engineer,IT,Intern,HR Database,0,1,3,0,1,0,1,180,0,DENY
System Administrator,Engineering,Intern,Development Server,1,1,2,0,0,0,1,14,1,ALLOW
QA Engineer,Finance,Employee,Production Database,0,0,4,1,0,0,0,60,0,DENY
Product Manager,HR,Employee,Project Management System,1,1,1,0,1,0,0,30,0,ALLOW
Finance Analyst,IT,Employee,Project Management System,1,1,1,0,1,0,0,30,1,ALLOW
DevOps Engineer,HR,Contractor,Project Management System,1,1,1,1,0,1,0,90,0,ALLOW
Product Manager,IT,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,7,0,DENY
Product Manager,HR,Contractor,Project Management System,1,1,1,1,1,1,0,90,0,ALLOW
QA Engineer,Finance,Employee,Project Management System,1,1,1,0,0,0,0,180,0,ALLOW
Product Manager,Product,Contractor,HR Database,0,1,3,0,0,1,0,7,0,DENY
System Administrator,IT,Intern,Production Database,1,1,4,0,1,0,1,180,0,REVIEW
HR Specialist,Engineering,Employee,Project Management System,1,1,1,0,0,0,0,90,0,ALLOW
Finance Analyst,Engineering,Employee,Development Server,1,1,2,0,0,0,0,365,0,REVIEW
Finance Analyst,IT,Employee,GitHub Project Alpha,0,1,1,0,0,0,0,90,1,DENY
Product Manager,IT,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,365,0,DENY
System Administrator,Finance,Intern,Project Management System,1,1,1,0,0,0,1,7,0,REVIEW
QA Engineer,Engineering,Intern,Finance System,0,1,3,1,1,0,1,7,1,DENY
Contractor,Engineering,Employee,Production Database,1,0,4,1,0,0,0,365,0,DENY
System Administrator,Product,Employee,Admin Panel,0,1,4,0,1,0,0,7,0,DENY
DevOps Engineer,Engineering,Intern,Admin Panel,0,0,4,0,1,0,1,30,0,DENY
QA Engineer,Finance,Contractor,Project Management System,1,1,1,0,1,1,0,180,0,ALLOW
Product Manager,Product,Employee,GitHub Project Alpha,1,1,1,0,1,0,0,60,0,ALLOW
DevOps Engineer,Finance,Employee,Finance System,1,1,3,1,0,0,0,365,0,REVIEW
Contractor,HR,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,7,0,DENY
HR Specialist,Engineering,Intern,Project Management System,1,1,1,0,0,0,1,14,0,REVIEW
System Administrator,IT,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,365,1,DENY
Finance Analyst,IT,Intern,Development Server,0,1,2,1,0,0,1,14,0,DENY
QA Engineer,Finance,Contractor,Project Management System,1,1,1,1,0,1,0,7,1,ALLOW
Finance Analyst,Finance,Intern,Project Management System,1,1,1,0,0,0,1,60,0,REVIEW
System Administrator,Engineering,Contractor,Production Database,1,1,4,1,1,1,0,90,0,REVIEW
DevOps Engineer,Engineering,Employee,Finance System,0,1,3,1,0,0,0,365,0,DENY
